StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 8,Question 9,Question 10,Question 11,Question 12,Question 13,Question 14,Question 15,Question 16,Question 17,Question 18,Question 19,Question 20,Question 21,Question 22,Question 23,Question 24,Question 25,Question 26,Question 27,Question 28,Question 29,Question 30,Question 31,Question 32,Question 33,Question 34,Question 35,Question 36,Question 37,Question 38,Question 39,Question 40,Question 41,Question 42,Question 43,Question 44,Question 45,Question 46,Question 47,Question 48,Question 49,Question 50
2023-01-18 10:46:59,2023-01-18 10:55:05,100,486,True,2023-01-18 10:55:06,R_1nUZuowTKrnnQIS,anonymous,EN,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.
2023-01-18 12:41:01,2023-01-18 12:52:41,100,700,True,2023-01-18 12:52:42,R_25Gzug9cHpl1Axs,anonymous,EN,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.
2023-01-18 14:03:38,2023-01-18 14:08:52,100,313,True,2023-01-18 14:08:53,R_3qDPbbTwKxRhkGn,anonymous,EN,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.
2023-01-18 13:54:59,2023-01-18 14:10:27,100,928,True,2023-01-18 14:10:28,R_4ZrMexy1eGNlooF,anonymous,EN,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.
2023-01-18 19:44:08,2023-01-18 20:01:28,100,1039,True,2023-01-18 20:01:29,R_2ZQhosT0dGhJM2p,anonymous,EN,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.
2023-01-18 20:08:35,2023-01-18 20:13:33,100,298,True,2023-01-18 20:13:34,R_DdcPTBgemxT35UB,anonymous,EN,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.
2023-01-18 22:12:41,2023-01-18 22:31:24,100,1122,True,2023-01-18 22:31:25,R_1M4Xuo728xD82qC,anonymous,EN,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.
2023-01-18 22:49:55,2023-01-18 23:05:25,100,930,True,2023-01-18 23:05:25,R_Q9uXdEm9gm7O2fT,anonymous,EN,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.
2023-01-19 17:51:04,2023-01-19 18:05:14,100,849,True,2023-01-19 18:05:15,R_blxhLsVwuqiqPxD,anonymous,EN,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.
2023-01-20 20:23:54,2023-01-20 20:52:15,100,1700,True,2023-01-20 20:52:16,R_1n2xjIllwLBcbef,anonymous,EN,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is not likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is likely to reoffend.,I think that the criminal defendant is not likely to reoffend.
